product_name,path
watch,https://m.media-amazon.com/images/I/71f1Q0M5yyL._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/616LuWzn7bL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/71Mr2TvrYQL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61r4mzSxvmL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/71JbWkdffCL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61-gRdn7TpL._AC_UY1000_.jpg
bottle,"https://m.media-amazon.com/images/I/71bxBkOVxYL._AC_UF894,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/818gBXqt7lL._AC_UF894,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/71urwHKvfML._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/71X-HvNlysL._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/21kn0LmpYiL._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/31ZkgjZan2L._AC_UF894,1000_QL80_.jpg"
shoe,https://m.media-amazon.com/images/I/71yH8aRgiyL._SX625_.jpg
necklace,https://m.media-amazon.com/images/I/51er-PueIpL._SY575_.jpg
top,https://m.media-amazon.com/images/I/41XLF-H+m+L._SX679_.jpg
watch,https://m.media-amazon.com/images/I/81g3Yw6qzZL._AC_UY1000_.jpg
bracelet,https://m.media-amazon.com/images/I/61uU97zm0HL._AC_UY1100_.jpg
shoe,https://m.media-amazon.com/images/I/81sf4p+5-qL._SX625_.jpg
bottle,https://m.media-amazon.com/images/I/51jWxG5e8-L.jpg
necklace,https://m.media-amazon.com/images/I/61rI9inBsLL._SY575_.jpg
handbag,https://m.media-amazon.com/images/I/61y1eWptI4L._AC_UY1000_.jpg
bottle,https://m.media-amazon.com/images/I/51jWxG5e8-L.jpg
bracelet,https://m.media-amazon.com/images/I/51JgUnq9fAL._AC_UY1100_.jpg
handbag,https://m.media-amazon.com/images/I/51pwXiQEfSL._AC_UY1000_.jpg
top,https://m.media-amazon.com/images/I/41tLAjqv0SL.jpg
sandal,https://m.media-amazon.com/images/I/41PVrDD9CbL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61TswFFsqkL._AC_UY1000_.jpg
watch,"https://m.media-amazon.com/images/I/710Y5yrQa6L._AC_UF1000,1000_QL80_.jpg"
bracelet,https://m.media-amazon.com/images/I/51S5HjM9VGL._AC_UY1100_.jpg
bottle,https://m.media-amazon.com/images/I/51KkIkdGRKL.__AC_SX300_SY300_QL70_FMwebp_.jpg
sandal,https://m.media-amazon.com/images/I/51RXUkvnGCL._AC_UY1000_.jpg
headphones,https://m.media-amazon.com/images/I/31QB73-5IEL._SX300_SY300_QL70_FMwebp_.jpg
headphones,"https://m.media-amazon.com/images/I/51xxA+6E+xL._AC_UF1000,1000_QL80_.jpg"
headphones,"https://images-eu.ssl-images-amazon.com/images/I/61C66qTqnwL._AC_UL210_SR210,210_.jpg"
headphones,"https://m.media-amazon.com/images/I/61iBNwweh0S._AC_UF1000,1000_QL80_.jpg"
headphones,https://m.media-amazon.com/images/I/31FgRhyNo+L.jpg
headphones,"https://m.media-amazon.com/images/I/81ag3X-n-TL._AC_UF1000,1000_QL80_.jpg"
shoe,https://m.media-amazon.com/images/I/71D6z64e89L._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/616Pq63RHDL._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/71vSzAzttDL._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/71rOcgYSC8L._AC_UY1000_.jpg
necklace,https://m.media-amazon.com/images/I/71GpURBWjxL._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/51ELmotgM7L._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/61SJQi+hCTL._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/51YrhwUQfvL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/51nkIRbj5rL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/61ZrS+Y+ObL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/61Zm4YDSZjL._AC_UY1100_.jpg
watch,https://m.media-amazon.com/images/I/71wub8pasgS._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/71aABaVFGJL._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/71f1Q0M5yyL._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/616LuWzn7bL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/71Mr2TvrYQL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61r4mzSxvmL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/71JbWkdffCL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61-gRdn7TpL._AC_UY1000_.jpg
bottle,"https://m.media-amazon.com/images/I/71bxBkOVxYL._AC_UF894,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/818gBXqt7lL._AC_UF894,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/71urwHKvfML._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/71X-HvNlysL._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/21kn0LmpYiL._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/31ZkgjZan2L._AC_UF894,1000_QL80_.jpg"
product_name,path
shoe,https://m.media-amazon.com/images/I/71yH8aRgiyL._SX625_.jpg
necklace,https://m.media-amazon.com/images/I/51er-PueIpL._SY575_.jpg
top,https://m.media-amazon.com/images/I/41XLF-H+m+L._SX679_.jpg
watch,https://m.media-amazon.com/images/I/81g3Yw6qzZL._AC_UY1000_.jpg
bracelet,https://m.media-amazon.com/images/I/61uU97zm0HL._AC_UY1100_.jpg
shoe,https://m.media-amazon.com/images/I/81sf4p+5-qL._SX625_.jpg
bottle,https://m.media-amazon.com/images/I/51jWxG5e8-L.jpg
necklace,https://m.media-amazon.com/images/I/61rI9inBsLL._SY575_.jpg
handbag,https://m.media-amazon.com/images/I/61y1eWptI4L._AC_UY1000_.jpg
bottle,https://m.media-amazon.com/images/I/51jWxG5e8-L.jpg
bracelet,https://m.media-amazon.com/images/I/51JgUnq9fAL._AC_UY1100_.jpg
handbag,https://m.media-amazon.com/images/I/51pwXiQEfSL._AC_UY1000_.jpg
top,https://m.media-amazon.com/images/I/41tLAjqv0SL.jpg
sandal,https://m.media-amazon.com/images/I/41PVrDD9CbL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61TswFFsqkL._AC_UY1000_.jpg
watch,"https://m.media-amazon.com/images/I/710Y5yrQa6L._AC_UF1000,1000_QL80_.jpg"
bracelet,https://m.media-amazon.com/images/I/51S5HjM9VGL._AC_UY1100_.jpg
bottle,https://m.media-amazon.com/images/I/51KkIkdGRKL.__AC_SX300_SY300_QL70_FMwebp_.jpg
sandal,https://m.media-amazon.com/images/I/51RXUkvnGCL._AC_UY1000_.jpg
headphones,https://m.media-amazon.com/images/I/31QB73-5IEL._SX300_SY300_QL70_FMwebp_.jpg
headphones,"https://m.media-amazon.com/images/I/51xxA+6E+xL._AC_UF1000,1000_QL80_.jpg"
headphones,"https://images-eu.ssl-images-amazon.com/images/I/61C66qTqnwL._AC_UL210_SR210,210_.jpg"
headphones,"https://m.media-amazon.com/images/I/61iBNwweh0S._AC_UF1000,1000_QL80_.jpg"
headphones,https://m.media-amazon.com/images/I/31FgRhyNo+L.jpg
headphones,"https://m.media-amazon.com/images/I/81ag3X-n-TL._AC_UF1000,1000_QL80_.jpg"
shoe,https://m.media-amazon.com/images/I/71D6z64e89L._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/616Pq63RHDL._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/71vSzAzttDL._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/71rOcgYSC8L._AC_UY1000_.jpg
necklace,https://m.media-amazon.com/images/I/71GpURBWjxL._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/51ELmotgM7L._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/61SJQi+hCTL._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/51YrhwUQfvL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/51nkIRbj5rL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/61ZrS+Y+ObL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/61Zm4YDSZjL._AC_UY1100_.jpg
watch,https://m.media-amazon.com/images/I/71wub8pasgS._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/71aABaVFGJL._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/71f1Q0M5yyL._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/616LuWzn7bL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/71Mr2TvrYQL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61r4mzSxvmL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/71JbWkdffCL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61-gRdn7TpL._AC_UY1000_.jpg
bottle,"https://m.media-amazon.com/images/I/71bxBkOVxYL._AC_UF894,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/818gBXqt7lL._AC_UF894,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/71urwHKvfML._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/71X-HvNlysL._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/21kn0LmpYiL._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/31ZkgjZan2L._AC_UF894,1000_QL80_.jpg"
shoe,https://m.media-amazon.com/images/I/71yH8aRgiyL._SX625_.jpg
necklace,https://m.media-amazon.com/images/I/51er-PueIpL._SY575_.jpg
top,https://m.media-amazon.com/images/I/41XLF-H+m+L._SX679_.jpg
watch,https://m.media-amazon.com/images/I/81g3Yw6qzZL._AC_UY1000_.jpg
bracelet,https://m.media-amazon.com/images/I/61uU97zm0HL._AC_UY1100_.jpg
shoe,https://m.media-amazon.com/images/I/81sf4p+5-qL._SX625_.jpg
bottle,https://m.media-amazon.com/images/I/51jWxG5e8-L.jpg
necklace,https://m.media-amazon.com/images/I/61rI9inBsLL._SY575_.jpg
handbag,https://m.media-amazon.com/images/I/61y1eWptI4L._AC_UY1000_.jpg
bottle,https://m.media-amazon.com/images/I/51jWxG5e8-L.jpg
bracelet,https://m.media-amazon.com/images/I/51JgUnq9fAL._AC_UY1100_.jpg
handbag,https://m.media-amazon.com/images/I/51pwXiQEfSL._AC_UY1000_.jpg
top,https://m.media-amazon.com/images/I/41tLAjqv0SL.jpg
sandal,https://m.media-amazon.com/images/I/41PVrDD9CbL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61TswFFsqkL._AC_UY1000_.jpg
watch,"https://m.media-amazon.com/images/I/710Y5yrQa6L._AC_UF1000,1000_QL80_.jpg"
bracelet,https://m.media-amazon.com/images/I/51S5HjM9VGL._AC_UY1100_.jpg
bottle,https://m.media-amazon.com/images/I/51KkIkdGRKL.__AC_SX300_SY300_QL70_FMwebp_.jpg
sandal,https://m.media-amazon.com/images/I/51RXUkvnGCL._AC_UY1000_.jpg
headphones,https://m.media-amazon.com/images/I/31QB73-5IEL._SX300_SY300_QL70_FMwebp_.jpg
headphones,"https://m.media-amazon.com/images/I/51xxA+6E+xL._AC_UF1000,1000_QL80_.jpg"
headphones,"https://images-eu.ssl-images-amazon.com/images/I/61C66qTqnwL._AC_UL210_SR210,210_.jpg"
headphones,"https://m.media-amazon.com/images/I/61iBNwweh0S._AC_UF1000,1000_QL80_.jpg"
headphones,https://m.media-amazon.com/images/I/31FgRhyNo+L.jpg
headphones,"https://m.media-amazon.com/images/I/81ag3X-n-TL._AC_UF1000,1000_QL80_.jpg"
shoe,https://m.media-amazon.com/images/I/71D6z64e89L._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/616Pq63RHDL._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/71vSzAzttDL._AC_UY1000_.jpg
shoe,https://m.media-amazon.com/images/I/71rOcgYSC8L._AC_UY1000_.jpg
necklace,https://m.media-amazon.com/images/I/71GpURBWjxL._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/51ELmotgM7L._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/61SJQi+hCTL._AC_UY1100_.jpg
necklace,https://m.media-amazon.com/images/I/51YrhwUQfvL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/51nkIRbj5rL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/61ZrS+Y+ObL._AC_UY1100_.jpg
bracelet,https://m.media-amazon.com/images/I/61Zm4YDSZjL._AC_UY1100_.jpg
watch,https://m.media-amazon.com/images/I/71wub8pasgS._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/71aABaVFGJL._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/71f1Q0M5yyL._AC_UY1000_.jpg
watch,https://m.media-amazon.com/images/I/616LuWzn7bL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/71Mr2TvrYQL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61r4mzSxvmL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/71JbWkdffCL._AC_UY1000_.jpg
handbag,https://m.media-amazon.com/images/I/61-gRdn7TpL._AC_UY1000_.jpg
bottle,"https://m.media-amazon.com/images/I/71bxBkOVxYL._AC_UF894,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/818gBXqt7lL._AC_UF894,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/71urwHKvfML._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/71X-HvNlysL._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/21kn0LmpYiL._AC_UF1000,1000_QL80_.jpg"
bottle,"https://m.media-amazon.com/images/I/31ZkgjZan2L._AC_UF894,1000_QL80_.jpg"
shoe,https://m.media-amazon.com/images/I/71yH8aRgiyL._SX625_.jpg
necklace,https://m.media-amazon.com/images/I/51er-PueIpL._SY575_.jpg
top,https://m.media-amazon.com/images/I/41XLF-H+m+L._SX679_.jpg
watch,https://m.media-amazon.com/images/I/81g3Yw6qzZL._AC_UY1000_.jpg
bracelet,https://m.media-amazon.com/images/I/61uU97zm0HL._AC_UY1100_.jpg
shoe,https://m.media-amazon.com/images/I/81sf4p+5-qL._SX625_.jpg
bottle,https://m.media-amazon.com/images/I/51jWxG5e8-L.jpg
necklace,https://m.media-amazon.com/images/I/61rI9inBsLL._SY575_.jpg
handbag,https://m.media-amazon.com/images/I/61y1eWptI4L._AC_UY1000_.jpg
bottle,https://m.media-amazon.com/images/I/51jWxG5e8-L.jpg
bracelet,https://m.media-amazon.com/images/I/51JgUnq9fAL._AC_UY1100_.jpg
handbag,https://m.media-amazon.com/images/I/51pwXiQEfSL._AC_UY1000_.jpg
